login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback,aura,most_popular_repo_forked
teucer,https://github.com/teucer,0.0,0.0,0.0,7.0,2.0,0.0,9686.0,0,-50,True
systachar,https://github.com/systachar,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-9000,False
otaviano,https://github.com/otaviano,4.0,3.0,1.3333333333333333,14.0,33.0,0.0,13263.0,0,422,True
redorav,https://github.com/redorav,112.0,31.0,3.612903225806452,12.0,590.0,1273.0,371064.0,0,1069,False
nebur,https://github.com/nebur,0.0,0.0,0.0,1.0,0.0,1.0,108.0,0,-10,False
JonLevischi,https://github.com/JonLevischi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,
asyncro,https://github.com/asyncro,0.0,6.0,0.0,6.0,1.0,0.0,4010.0,0,75,True
pkindt,https://github.com/pkindt,2.0,2.0,1.0,2.0,14.0,26.0,3134.0,0,579,False
mathieuleclaire,https://github.com/mathieuleclaire,27.0,1.0,27.0,34.0,140.0,0.0,251275.0,0,-1839,True
nunes,https://github.com/nunes,3.0,2.0,1.5,9.0,0.0,0.0,352808.0,0,-502,True
fpavageau,https://github.com/fpavageau,23.0,9.0,2.555555555555556,57.0,1.0,7.0,550626.0,0,50000,False
nathieb,https://github.com/nathieb,1.0,2.0,0.5,16.0,3.0,6.0,66827.0,0,-502,False
crawford269,https://github.com/crawford269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
aodashuai,https://github.com/aodashuai,1.0,0.0,0.0,2.0,0.0,1.0,58.0,0,20,False
kohtenko,https://github.com/kohtenko,18.0,3.0,6.0,45.0,14.0,203.0,679872.0,0,2350,False
inew,https://github.com/inew,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
yanglujuncc,https://github.com/yanglujuncc,3.0,1.0,3.0,22.0,0.0,7.0,651772.0,0,10,False
innovationzypuk,https://github.com/innovationzypuk,1.0,0.0,0.0,1.0,0.0,2.0,2088.0,0,50,False
PlusOneManagement,https://github.com/PlusOneManagement,2.0,0.0,0.0,1.0,0.0,0.0,180.0,0,100,False
WestLangley,https://github.com/WestLangley,320.0,0.0,0.0,1.0,154.0,21.0,1339359.0,0,4000,True
blc-teamcity,https://github.com/blc-teamcity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
thedyerman,https://github.com/thedyerman,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0,-57,False
allabell,https://github.com/allabell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
admmssy,https://github.com/admmssy,1.0,1.0,1.0,3.0,0.0,2.0,8390.0,0,-1273,False
grazia69mbs,https://github.com/grazia69mbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3782,
FvdL,https://github.com/FvdL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7235,
Juaquin,https://github.com/Juaquin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5362,
alexlyn,https://github.com/alexlyn,0.0,0.0,0.0,11.0,0.0,0.0,1974926.0,0,50,True
redmaxim,https://github.com/redmaxim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
shazami,https://github.com/shazami,0.0,0.0,0.0,2.0,0.0,3.0,642.0,0,750,False
augustindbz,https://github.com/augustindbz,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-2,False
seue,https://github.com/seue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
gazliddon,https://github.com/gazliddon,6.0,3.0,2.0,34.0,124.0,16.0,82771.0,0,-2384,False
joatumas,https://github.com/joatumas,0.0,0.0,0.0,7.0,0.0,12.0,1006.0,0,-1052,True
sankalpshah,https://github.com/sankalpshah,0.0,0.0,0.0,1.0,0.0,0.0,352.0,0,-4000,False
rmedia,https://github.com/rmedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
pstadler,https://github.com/pstadler,258.0,41.0,6.2926829268292686,40.0,648.0,5197.0,73317.0,0,19823,False
nremond,https://github.com/nremond,69.0,12.0,5.75,90.0,1.0,1.0,412877.0,0,1256,False
woollypig,https://github.com/woollypig,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-7235,False
offsnore,https://github.com/offsnore,12.0,4.0,3.0,27.0,1.0,35.0,1605156.0,0,2535,False
franzib,https://github.com/franzib,0.0,0.0,0.0,1.0,0.0,1.0,254.0,0,-1000,True
andreamaral,https://github.com/andreamaral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
mnemosha,https://github.com/mnemosha,0.0,0.0,0.0,4.0,0.0,0.0,580.0,0,-6387,False
rkariola,https://github.com/rkariola,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,3.0,0,-500,False
patrum,https://github.com/patrum,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-700,
serjmih,https://github.com/serjmih,1.0,0.0,0.0,2.0,0.0,1.0,48.0,0,0,False
tonyoid,https://github.com/tonyoid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8295,
travelindochina,https://github.com/travelindochina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
GeCa7a,https://github.com/GeCa7a,2.0,2.0,1.0,1.0,0.0,1.0,91472.0,0,5,True
pappully65,https://github.com/pappully65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-374,
soulshockers,https://github.com/soulshockers,5.0,3.0,1.6666666666666667,10.0,92.0,0.0,10945.0,0,-4000,False
Hellborg,https://github.com/Hellborg,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0,8123,False
infonet,https://github.com/infonet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
michoko07,https://github.com/michoko07,0.0,0.0,0.0,2.0,0.0,1.0,241961.0,0,1,False
Alberto89,https://github.com/Alberto89,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-9000,False
OleksiiChumak,https://github.com/OleksiiChumak,0.0,0.0,0.0,4.0,0.0,0.0,162189.0,0,50,True
Rimander,https://github.com/Rimander,11.0,12.0,0.9166666666666666,4.0,11.0,2.0,10416.0,0,50,False
dandeckr,https://github.com/dandeckr,17.0,3.0,5.666666666666667,0.0,0.0,0.0,0.0,0,-3725,
Xmaxmix,https://github.com/Xmaxmix,0.0,0.0,0.0,2.0,0.0,0.0,4896.0,0,200,False
k1ke,https://github.com/k1ke,0.0,2.0,0.0,2.0,0.0,0.0,1619.0,0,-18882,False
seanmouse,https://github.com/seanmouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
thebeachfrontclub,https://github.com/thebeachfrontclub,0.0,0.0,0.0,1.0,0.0,3.0,317.0,0,-10,False
rawatanil213,https://github.com/rawatanil213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3857,
CJani,https://github.com/CJani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7525,
jefdav,https://github.com/jefdav,1.0,0.0,0.0,2.0,25.0,0.0,1388.0,0,10123,True
whenitsdone,https://github.com/whenitsdone,0.0,0.0,0.0,1.0,0.0,1.0,2746.0,0,-5262,True
gary3064,https://github.com/gary3064,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,False
coolio-so,https://github.com/coolio-so,2.0,3.0,0.6666666666666666,112.0,24.0,1.0,663539.0,0,500,False
hiasl,https://github.com/hiasl,2.0,1.0,2.0,8.0,13.0,0.0,179332.0,0,500,True
agalloni,https://github.com/agalloni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
shauncampbell,https://github.com/shauncampbell,11.0,6.0,1.8333333333333333,44.0,8.0,17.0,42856.0,0,999,False
livein80,https://github.com/livein80,1.0,0.0,0.0,3.0,0.0,0.0,86180.0,0,0,True
murraysilber,https://github.com/murraysilber,1.0,0.0,0.0,4.0,207.0,0.0,36646.0,0,-10,False
SkaziX,https://github.com/SkaziX,1.0,0.0,0.0,1.0,0.0,0.0,112.0,0,-506,False
atvb,https://github.com/atvb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5222,
onedev-zz,https://github.com/onedev-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7346,
schrederh,https://github.com/schrederh,0.0,0.0,0.0,1.0,0.0,0.0,17504.0,0,2,True
rhatfield1971,https://github.com/rhatfield1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5682,
Sieg01ka,https://github.com/Sieg01ka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
Suller,https://github.com/Suller,0.0,0.0,0.0,4.0,0.0,0.0,64898.0,0,-5,True
FreeKi11,https://github.com/FreeKi11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,-10000,False
abagheri,https://github.com/abagheri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9236,
vmiddela,https://github.com/vmiddela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8003,
jitendratheta,https://github.com/jitendratheta,3.0,5.0,0.6,35.0,2.0,1.0,3349589.0,0,5,False
po0ya,https://github.com/po0ya,40.0,34.0,1.1764705882352942,21.0,1352.0,67.0,362747.0,0,5000,False
fnuts,https://github.com/fnuts,5.0,22.0,0.2272727272727272,3.0,0.0,0.0,652.0,0,42,False
rotenbaron,https://github.com/rotenbaron,0.0,0.0,0.0,4.0,5.0,0.0,53.0,0,-1,False
fatihdursun,https://github.com/fatihdursun,0.0,8.0,0.0,7.0,0.0,3.0,698543.0,0,55,True
MrClyfar,https://github.com/MrClyfar,1.0,0.0,0.0,7.0,0.0,3.0,65551.0,0,-1,False
ph0bos,https://github.com/ph0bos,11.0,9.0,1.2222222222222223,73.0,3.0,64.0,44650.0,0,5000,False
sharonbrewton,https://github.com/sharonbrewton,0.0,0.0,0.0,2.0,0.0,2.0,156.0,0,-8732,False
OOZZY,https://github.com/OOZZY,9.0,4.0,2.25,31.0,0.0,2.0,87283.0,0,-1974,False
drewfranz,https://github.com/drewfranz,3.0,3.0,1.0,39.0,74.0,1.0,415309.0,0,-2384,False
blizekcalista,https://github.com/blizekcalista,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9823,
csema,https://github.com/csema,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8394,
wreath,https://github.com/wreath,1.0,0.0,0.0,1.0,0.0,0.0,36.0,0,-3741,True
pontocom,https://github.com/pontocom,22.0,0.0,0.0,72.0,51.0,6.0,228252.0,0,-2372,False
slappyjam,https://github.com/slappyjam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1274,
arachny,https://github.com/arachny,5.0,6.0,0.8333333333333334,1.0,0.0,0.0,13.0,0,572,False
roomorama-dev,https://github.com/roomorama-dev,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
amao,https://github.com/amao,14.0,36.0,0.3888888888888889,10.0,571.0,6.0,26209.0,0,500,False
JasonJiang2000,https://github.com/JasonJiang2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
mystique7662,https://github.com/mystique7662,0.0,0.0,0.0,1.0,0.0,2.0,11651.0,0,150,False
CSturzaker,https://github.com/CSturzaker,2.0,0.0,0.0,12.0,1.0,0.0,15993.0,0,-200,False
bastaware,https://github.com/bastaware,1.0,5.0,0.2,18.0,5.0,0.0,993481.0,0,6,True
borysiasty,https://github.com/borysiasty,42.0,7.0,6.0,15.0,62.0,55.0,3764796.0,0,5790,False
SteveJRice,https://github.com/SteveJRice,0.0,0.0,0.0,2.0,0.0,0.0,87.0,0,-133,False
yamat0jp,https://github.com/yamat0jp,0.0,0.0,0.0,36.0,133.0,0.0,392221.0,0,-837,False
nummelin,https://github.com/nummelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-10000,
demo-henrykho,https://github.com/demo-henrykho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
alekseyshumkin,https://github.com/alekseyshumkin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-105,False
WigJig,https://github.com/WigJig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3894,
gchristakis,https://github.com/gchristakis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-1042,False
tatiana1970,https://github.com/tatiana1970,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-7283,False
etfink,https://github.com/etfink,1.0,0.0,0.0,3.0,0.0,0.0,15725.0,0,-100,True
m3dudie,https://github.com/m3dudie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
mycoriseup,https://github.com/mycoriseup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
edoram,https://github.com/edoram,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
edfests,https://github.com/edfests,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-10,
treidco,https://github.com/treidco,2.0,1.0,2.0,48.0,69.0,1.0,206427.0,0,105,False
Baudry,https://github.com/Baudry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7483,
jtubog,https://github.com/jtubog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
alur86,https://github.com/alur86,1.0,0.0,0.0,7.0,0.0,1.0,7580.0,0,5,False
carlgreen,https://github.com/carlgreen,2.0,3.0,0.6666666666666666,11.0,0.0,4.0,5917.0,0,666,False
lemonboy999,https://github.com/lemonboy999,0.0,0.0,0.0,1.0,0.0,1.0,271770.0,0,2,True
RevelSystems,https://github.com/RevelSystems,9.0,0.0,0.0,20.0,0.0,7.0,229007.0,0,1000,False
garciaf,https://github.com/garciaf,30.0,16.0,1.875,26.0,1117.0,6.0,247692.0,0,1024,False
williamwww,https://github.com/williamwww,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
silvansky,https://github.com/silvansky,45.0,24.0,1.875,141.0,7.0,27.0,172023.0,0,19230,False
joeychao,https://github.com/joeychao,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,-3948,
rhanzawa,https://github.com/rhanzawa,19.0,1.0,19.0,4.0,0.0,0.0,2271.0,0,26482,True
ieatacid,https://github.com/ieatacid,11.0,1.0,11.0,23.0,0.0,42.0,671885.0,0,4400,False
achliopa,https://github.com/achliopa,18.0,8.0,2.25,75.0,0.0,7.0,112491.0,0,374,False
rbdiang,https://github.com/rbdiang,0.0,0.0,0.0,7.0,1.0,26.0,215650.0,0,780,False
ULazdins,https://github.com/ULazdins,15.0,7.0,2.142857142857143,15.0,6.0,11.0,39768.0,0,-738,False
doorsteps,https://github.com/doorsteps,0.0,0.0,0.0,3.0,0.0,0.0,341.0,0,50,False
cbpeters,https://github.com/cbpeters,2.0,0.0,0.0,14.0,2.0,0.0,193215.0,0,-834,True
vkorenev,https://github.com/vkorenev,8.0,22.0,0.3636363636363636,26.0,2.0,6.0,231675.0,0,897,False
afinlayson,https://github.com/afinlayson,7.0,7.0,1.0,19.0,0.0,5.0,588655.0,0,10,False
senth30,https://github.com/senth30,3.0,4.0,0.75,8.0,1.0,1.0,8468.0,0,900,True
zarpa,https://github.com/zarpa,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-6482,False
justinmgarcia,https://github.com/justinmgarcia,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0,-5,False
Dutchmoore,https://github.com/Dutchmoore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2834,
eddarmitage,https://github.com/eddarmitage,2.0,0.0,0.0,19.0,9.0,1.0,224259.0,0,-1,False
khayna,https://github.com/khayna,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-233737,
timosong,https://github.com/timosong,1.0,0.0,0.0,3.0,19.0,0.0,2902.0,0,-150,True
mmitis,https://github.com/mmitis,5.0,1.0,5.0,27.0,2.0,2.0,250899.0,0,999,False
81-Inc,https://github.com/81-Inc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
oskaratcodedesign,https://github.com/oskaratcodedesign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
unubole5,https://github.com/unubole5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,
Richex,https://github.com/Richex,0.0,0.0,0.0,10.0,0.0,12.0,258510.0,0,238,False
TomFischer,https://github.com/TomFischer,16.0,1.0,16.0,11.0,220.0,3.0,417769.0,0,7281,False
superudon,https://github.com/superudon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4849,
ajgamester,https://github.com/ajgamester,1.0,0.0,0.0,2.0,1.0,0.0,1896354.0,0,0,True
dmakarenko,https://github.com/dmakarenko,15.0,20.0,0.75,3.0,84.0,1.0,15150.0,0,-1729,True
UniversityofWarwick,https://github.com/UniversityofWarwick,17.0,0.0,0.0,65.0,0.0,17.0,265438.0,0,285,False
rdridder,https://github.com/rdridder,0.0,0.0,0.0,8.0,41.0,2.0,218682.0,0,-2732,True
carrho,https://github.com/carrho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8236,
yangdota,https://github.com/yangdota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
minsii,https://github.com/minsii,14.0,1.0,14.0,37.0,20.0,9.0,1498919.0,0,2530,False
mahmoudbahaa,https://github.com/mahmoudbahaa,9.0,0.0,0.0,22.0,255.0,61.0,379349.0,0,2555,True
Zikmo,https://github.com/Zikmo,1.0,0.0,0.0,1.0,0.0,1.0,64384.0,0,-2735,True
GanbareKen,https://github.com/GanbareKen,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-5,False
hasan12388,https://github.com/hasan12388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5,
praveenv-zz,https://github.com/praveenv-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
oogleplus,https://github.com/oogleplus,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,1,False
jcuz11,https://github.com/jcuz11,0.0,0.0,0.0,5.0,0.0,0.0,13584.0,0,69696969,True
caribert,https://github.com/caribert,0.0,0.0,0.0,1.0,0.0,1.0,1217.0,0,0,True
kynian,https://github.com/kynian,1.0,1.0,1.0,2.0,0.0,0.0,38037.0,0,5,True
islandguy09,https://github.com/islandguy09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
cocoacoder,https://github.com/cocoacoder,15.0,2.0,7.5,5.0,0.0,13.0,28828.0,0,400,False
muralipalepu,https://github.com/muralipalepu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
awexome,https://github.com/awexome,0.0,0.0,0.0,6.0,0.0,12.0,1172.0,0,582,False
Hany81,https://github.com/Hany81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2000,
creativengine,https://github.com/creativengine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-10,
RiZKiT,https://github.com/RiZKiT,13.0,2.0,6.5,30.0,50.0,3.0,692295.0,0,570,True
Kimmit,https://github.com/Kimmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
tartnewmedia,https://github.com/tartnewmedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4152,
randy336,https://github.com/randy336,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0,-1093,False
echronus,https://github.com/echronus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
mixian,https://github.com/mixian,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0,-7238,
khamden,https://github.com/khamden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9593,
nprudhomme,https://github.com/nprudhomme,8.0,0.0,0.0,7.0,0.0,1.0,12732.0,0,-123,True
nissefors,https://github.com/nissefors,10.0,1.0,10.0,3.0,0.0,0.0,290.0,0,-2884,True
lammot,https://github.com/lammot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8267,
oscarwoo,https://github.com/oscarwoo,0.0,2.0,0.0,1.0,0.0,0.0,64.0,0,-2374,True
Semeketh,https://github.com/Semeketh,0.0,0.0,0.0,3.0,0.0,0.0,27390.0,0,-3719,True
fayjackson1,https://github.com/fayjackson1,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,10,False
mageshgfy,https://github.com/mageshgfy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
nkadun,https://github.com/nkadun,0.0,0.0,0.0,1.0,0.0,1.0,2064.0,0,-255,False
sgunawan,https://github.com/sgunawan,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-8235,False
grjunbergs,https://github.com/grjunbergs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
asonwani,https://github.com/asonwani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8496,
mitesh-patel,https://github.com/mitesh-patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
mattypreston,https://github.com/mattypreston,2.0,4.0,0.5,4.0,0.0,2.0,3043.0,0,230,True
marceloamendola,https://github.com/marceloamendola,1.0,0.0,0.0,2.0,0.0,0.0,3244.0,0,200,False
bcisgit,https://github.com/bcisgit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8262,
andres89,https://github.com/andres89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
zacadams,https://github.com/zacadams,0.0,0.0,0.0,1.0,0.0,1.0,2756.0,0,100,False
mayayeta,https://github.com/mayayeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
AleksiKarhu,https://github.com/AleksiKarhu,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-500,False
AndreyKornev,https://github.com/AndreyKornev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2858,
jkorpics,https://github.com/jkorpics,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0,-50,False
jcollemer,https://github.com/jcollemer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
tanuidan,https://github.com/tanuidan,0.0,0.0,0.0,1.0,0.0,0.0,191929.0,0,-550,True
mikenickelson,https://github.com/mikenickelson,3.0,1.0,3.0,8.0,0.0,0.0,29644.0,0,-105,False
ahmedhalawa,https://github.com/ahmedhalawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
jakers12354,https://github.com/jakers12354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
majcn,https://github.com/majcn,26.0,13.0,2.0,66.0,145.0,17.0,330577.0,0,100,True
andremccarv,https://github.com/andremccarv,1.0,0.0,0.0,3.0,0.0,0.0,3358.0,0,-374,True
Igor-Palaguta,https://github.com/Igor-Palaguta,18.0,6.0,3.0,99.0,1013.0,8.0,241278.0,0,4572,False
spideronline,https://github.com/spideronline,1.0,0.0,0.0,4.0,0.0,1.0,6593.0,0,890,False
x-bard-x,https://github.com/x-bard-x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6242,
gsma-dev1,https://github.com/gsma-dev1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7424,
Max4P,https://github.com/Max4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69696969,
ea6987,https://github.com/ea6987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
ShiftScape,https://github.com/ShiftScape,0.0,0.0,0.0,1.0,0.0,1.0,1924.0,0,-5,True
joseandro,https://github.com/joseandro,52.0,23.0,2.260869565217391,9.0,314.0,35.0,127851.0,0,271,False
rickross365,https://github.com/rickross365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8346,
TRACCSOLUTIONS,https://github.com/TRACCSOLUTIONS,6.0,2.0,3.0,2.0,0.0,2.0,153.0,0,-925,True
tylerworks,https://github.com/tylerworks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7522,
renwoox,https://github.com/renwoox,14.0,19.0,0.7368421052631579,224.0,0.0,0.0,1142396.0,0,-5720,True
Kingkb24,https://github.com/Kingkb24,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,420,False
qcynthia,https://github.com/qcynthia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-8000,False
BritneyYang,https://github.com/BritneyYang,5.0,6.0,0.8333333333333334,1.0,100.0,0.0,201348.0,0,500,True
william-arachelian,https://github.com/william-arachelian,2.0,0.0,0.0,10.0,109.0,1.0,220717.0,0,50,False
ezrizhu,https://github.com/ezrizhu,169.0,222.0,0.7612612612612613,47.0,820.0,8.0,346750.0,0,5050,False
hoschmidt2020,https://github.com/hoschmidt2020,7.0,1.0,7.0,5.0,23.0,5.0,4474.0,0,4,False
21dhruvp,https://github.com/21dhruvp,12.0,26.0,0.4615384615384615,7.0,128.0,1.0,1142385.0,0,5000,False
yjiang0805,https://github.com/yjiang0805,3.0,1.0,3.0,10.0,124.0,0.0,387568.0,0,357,True
harrywang678,https://github.com/harrywang678,0.0,1.0,0.0,9.0,46.0,0.0,131630.0,0,-9685,False
sethbarrett50,https://github.com/sethbarrett50,19.0,29.0,0.6551724137931034,16.0,90.0,7.0,22434.0,0,-2373,False
kevinthuhstink,https://github.com/kevinthuhstink,5.0,5.0,1.0,1.0,260.0,0.0,105.0,0,-1843,False
nad2040,https://github.com/nad2040,29.0,51.0,0.5686274509803921,20.0,248.0,1.0,34363.0,0,3899,False
KevinHa48,https://github.com/KevinHa48,25.0,28.0,0.8928571428571429,25.0,8.0,10.0,342653.0,0,14793,False
BarnattW,https://github.com/BarnattW,3.0,0.0,0.0,8.0,115.0,4.0,66275.0,0,82759,False
g00gol,https://github.com/g00gol,36.0,19.0,1.894736842105263,29.0,246.0,21.0,90830.0,0,7853,False
gcarvellas,https://github.com/gcarvellas,19.0,29.0,0.6551724137931034,16.0,611.0,0.0,36046.0,0,12830,False
ouckah,https://github.com/ouckah,247.0,51.0,4.8431372549019605,33.0,1057.0,29.0,79705.0,0,2560,False
